dt/hr	s1	n1	s2	n2	s3	n3	s4	n4	s5	n5	s6	n6	s7	n7	s8	n8	s9	n9	s10	n10	s11	n11	s12	n12	s13	n13	s14	n14	s15	n15	s16	n16	s17	n17	s18	n18	s19	n19	s20	n20	s21	n21	s22	n22	s23	n23	s24	n24	s25	n25	s26	n26	s27	n27	s28	n28	s29	n29	s30	n30	s31	n31	s32	n32
2013-09-12 09:34:37	0,828798	0,029623	1,313713	0,046366	1,230318	0,037995	1,050326	0,028013	-0,005127	0,007728	1,099269	0,04701	1,099591	0,088869	1,085745	0,026403	1,316933	0,044756	1,211642	0,032843	1,297614	0,037028	0,936664	0,034131	1,043242	0,054738	1,195865	0,025437	1,113758	0,044112	1,085423	0,04862	1,184231	0,046378	1,103716	0,025443	1,631902	0,041546	1,048965	0,036071	1,33528	0,054429	1,166518	0,032206	1,144295	0,046378	1,293734	0,040902	1,799698	0,046699	2,120797	0,104349	1,284394	0,04992	1,292446	0,032528	1,214828	0,04992	1,142041	0,033495	1,239304	0,049598	1,248645	0,030596
2013-09-12 09:34:37	0,828798	0,029623	1,313713	0,046366	1,230318	0,037995	1,050326	0,028013	-0,005127	0,007728	1,099269	0,04701	1,099591	0,088869	1,085745	0,026403	1,316933	0,044756	1,211642	0,032843	1,297614	0,037028	0,936664	0,034131	1,043242	0,054738	1,195865	0,025437	1,113758	0,044112	1,085423	0,04862	1,184231	0,046378	1,103716	0,025443	1,631902	0,041546	1,048965	0,036071	1,33528	0,054429	1,166518	0,032206	1,144295	0,046378	1,293734	0,040902	1,799698	0,046699	2,120797	0,104349	1,284394	0,04992	1,292446	0,032528	1,214828	0,04992	1,142041	0,033495	1,239304	0,049598	1,248645	0,030596
