dt/hr	s1	n1	s2	n2	s3	n3	s4	n4	s5	n5	s6	n6	s7	n7	s8	n8	s9	n9	s10	n10	s11	n11	s12	n12	s13	n13	s14	n14	s15	n15	s16	n16	s17	n17	s18	n18	s19	n19	s20	n20	s21	n21	s22	n22	s23	n23	s24	n24	s25	n25	s26	n26	s27	n27	s28	n28	s29	n29	s30	n30	s31	n31	s32	n32
2013-06-26 15:18:42	1,30824	0,026403	0,675531	0,01932	1,206491	0,023505	0,826866	0,025759	1,290208	0,027369	0,946646	0,041858	1,228386	0,028013	0,772772	0,029623	1,273465	0,025759	0,88257	0,033487	1,322085	0,028657	0,67038	0,029623	1,228708	0,034131	0,984963	0,025115	1,205847	0,035097	0,940206	0,022217	0,870541	0,037681	0,790669	0,025765	1,431578	0,044767	0,504353	0,025121	1,272156	0,037037	0,839622	0,025121	1,246068	0,039292	0,840911	0,027375	1,23705	0,03736	1,53335	0,044767	1,118853	0,030918	1,067967	0,019001	1,154279	0,033495	0,919817	0,030274	1,214828	0,038648	0,893729	0,02802
2013-06-26 16:25:08	2,025311	0,028335	1,428664	0,023183	1,871722	0,026081	1,358148	0,017387	2,039157	0,027369	1,759026	0,048298	2,051392	0,028335	1,487266	0,035741	1,927426	0,030267	2,022735	0,036385	1,969285	0,030267	1,635059	0,032521	1,710405	0,033165	1,745502	0,028335	2,090997	0,034131	1,772871	0,028979	-0,787771	1,840922	-1,112091	2,139799	1,248001	0,04058	0,498556	0,018679	1,237695	0,038003	1,243492	0,0219	1,092121	0,041547	0,975856	0,030596	1,305329	0,038647	2,187787	0,055395	1,176502	0,033173	1,229642	0,036072	1,14655	0,040258	0,884711	0,036394	1,147838	0,041224	1,130447	0,034139
2013-06-27 09:38:39	0,194158	0,006762	0,189007	0,00644	0,186753	0,00644	-0,158393	0,173874	0,198988	0,007406	0,187719	0,008694	0,20349627831	0,00708372169	-0,152275	0,155842	0,189007	0,007084	0,182245	0,00966	0,207682	0,00966	0,015456	0,185143	0,184177	0,009016	0,19126	0,00966	0,201886	0,010304	0,01449	0,175805	-0,167949	0,178745	0,184865	0,012238	0,209664	0,014171	-0,151202	0,175525	0,205155	0,013848	0,191628	0,015782	0,186475	0,017392	0,04058	0,166508	0,181645	0,013526	0,301452	0,014815	0,021901	0,168117	0,187442	0,011594	0,179712	0,01095	0,186475	0,014171	0,188408	0,014171	-0,166661	0,176813
2013-06-26 15:06:47	0,929581	0,015777	0,690665	0,017065	0,89384	0,018031	0,765045	0,016421	0,413432	0,018032	0,448851	0,036063	1,012654	0,018675	0,854879	0,028013	0,862929	0,018353	1,123096	0,028013	0,854235	0,023183	0,678108	0,024471	0,591814	0,022218	0,756995	0,020929	0,742183	0,024794	0,770518	0,021251	0,55685	0,027375	0,63962	0,028342	0,626737	0,031563	0,395173	0,016103	1,184553	0,025443	1,045421	0,01707	0,560714	0,029952	0,489538	0,028342	0,582937	0,024799	1,030606	0,053463	0,987772	0,025765	0,961685	0,02641	0,964905	0,022545	0,733663	0,028342	0,546543	0,030596	0,594209	0,024477
2013-06-26 15:36:58	0,193837	0,005796	-0,149699	0,16035	0,19126	0,005796	0,035741	0,153266	0,188685	0,00644	0,023505	0,185465	0,198988	0,006762	-0,141971	0,160672	0,044434	0,16357	0,192227	0,009016	0,038317	0,184177	-0,173204	0,186431	0,025115	0,167112	0,023828	0,176449	0,024149	0,177737	0,026081	0,188363	-0,177611	0,186475	0,023833	0,185509	-0,179222	0,187764	-0,135099	0,163609	0,031884	0,186475	0,202578	0,016103	-0,158287	0,176491	0,026731	0,192594	-0,178255	0,185831	0,32303	0,015137	0,037038	0,178102	0,189374	0,011916	0,041224	0,164897	0,209342	0,013527	0,033173	0,186153	0,182611	0,014815
2013-05-14 13:18:13	0,261132	0,01288	0,209937	0,010947	0,245033	0,013201	0,198023	0,011591	0,258557	0,013845	0,212512	0,010947	0,261454	0,013202	0,225392	0,015455	0,239237	0,013846	0,203174	0,015778	0,240847	0,017709	0,19931	0,0161	0,240525	0,042503	0,201242	0,014812	0,285603	0,037673	0,189651	0,015455	0,214817	0,032207	0,172627	0,017713	0,273755	0,034139	0,197748	0,017713	0,265059	0,034139	0,203544	0,025122	0,238006	0,058938	-0,125115	0,136556	0,264415	0,059904	0,253142	0,034783	0,251532	0,021901	0,173271	0,019002	0,261516	0,038004	0,062803	0,18873	0,231565	0,025121	0,047022	0,171338
2013-06-26 11:51:25	0,215088	0,007405	0,197378	0,007084	0,2138	0,006117	-0,165799	0,167756	-0,005771	0,006118	-0,007702	0,008049	-0,003839	0,006118	-0,006414	0,007405	-0,004483	0,005796	-0,003839	0,008694	-0,004483	0,009338	-0,001907	0,008694	-0,001585	0,00805	-0,006736	0,010625	-0,003517	0,009016	-0,002873	0,00966	-0,004019	0,010629	-0,005629	0,011917	-0,010138	0,014815	-0,006273	0,014493	-0,005307	0,014171	-0,008849	0,014814	-0,006917	0,016425	-0,01046	0,015781	-0,010782	0,015781	-0,008849	0,015137	-0,006595	0,013527	-0,004341	0,010951	-0,006273	0,011916	-0,004663	0,011273	-0,008527	0,015781	-0,008205	0,015137
2013-06-26 11:45:39	0,209292	0,007084	0,185143	0,00644	0,196735	0,006117	-0,177712	0,181923	0,202852	0,00644	0,179026	0,00804927831	0,206072	0,00644	-0,141649	0,14586	0,177737	0,005474	0,178381	0,009338	0,211868	0,010626	0,188685	0,009338	0,180957	0,007728	0,188363	0,009659	0,188041	0,009016	0,040893	0,180635	-0,161508	0,171982	0,198714	0,011916	0,18712	0,012882	-0,142828	0,16071	0,230599	0,01256	0,203544	0,01546	0,026087	0,187442	0,172626	0,01546	0,002899	0,183899	0,27923	0,014815	0,016103	0,183255	0,180678	0,011917	0,175203	0,011272	0,212562	0,012883	0,172627	0,013204	-0,165051	0,173271
2013-06-26 11:49:55	0,209292	0,00644	0,203174	0,006118	0,183212	0,006439	-0,163867	0,167434	0,207683	0,007083	0,187397	0,008371	0,20736	0,007406	-0,175458	0,174839	0,198666	0,00644	0,194802	0,00966	0,21058	0,009338	0,178059	0,009016	0,200598	0,00966	0,192871	0,009981	0,216053	0,010948	0,180635	0,009338	-0,157965	0,168117	0,187119	0,011917	0,224479	0,014493	-0,145727	0,161999	0,22158	0,014815	0,189052	0,016747	0,184543	0,016748	-0,175357	0,19968	0,179712	0,013848	0,29952	0,014493	0,024476	0,175848	0,201612	0,010629	0,187442	0,011916	0,184221	0,012883	0,200002	0,015137	-0,155067	0,162321
2013-05-28 10:14:53	0,155842	0,086937	0,180635	0,01288	0,147792	0,085649	0,142319	0,049264	0,143284	0,092411	0,099816	0,119458	0,134913	0,095631	0,114306	0,11495	0,003889	0,00644	0,002923	0,010626	0,002923	0,01127	0,004211	0,010948	0,003889	0,010304	0,001635	0,009982	0,002279	0,012236	0,003245	0,012236	0,002745	0,013204	0,000812	0,013527	-0,003052	0,017391	-0,001764	0,018036	0,000812	0,01546	-0,004341	0,019968	0,00049	0,021579	-0,006273	0,020934	-0,005307	0,01868	-0,000798	0,017714	0,000168	0,016104	0,002745	0,014171	-0,002086	0,015459	0,002101	0,015137	-0,003052	0,017713	-0,002408	0,015459
2013-05-13 15:44:25	0,255658	0,007406	-0,173848	0,179669	0,235374	0,007083	0,15713	0,008372	0,0	0,23311927831	0,0	0,26403	-0,005771	0,007406	-0,01865	0,008372	-0,003839	0,00644	-0,014142	0,010303	-0,006092	0,011591	-0,015108	0,012879	-0,006414	0,009015	-0,020904	0,010626	-0,008668	0,011269	-0,009312	0,012235	-0,014003	0,013849	-0,015935	0,013205	-0,019156	0,015782	-0,020766	0,015781	-0,008527	0,015781	-0,015935	0,019324	-0,009172	0,022545	-0,022698	0,021578	-0,013036	0,016425	-0,013358	0,016103	-0,008205	0,017069	-0,01207	0,013205	-0,009494	0,015459	-0,024309	0,014171	-0,021732	0,016103	-0,013358	0,017069
2013-06-26 09:21:38	0,211224	0,00644	-0,16773	0,185787	0,086292	0,137811	0,074379	0,141997	-0,003517	0,006762	-0,004161	0,00644	-0,001263	0,00644	-0,003517	0,007728	2,527831e-05	0,00547372169	-0,000297	0,009338	-0,002229	0,009338	-0,000619	0,00966	0,002923	0,007406	-0,004483	0,00966	-0,000297	0,009982	-0,001907	0,00966	-0,002408	0,011916	-0,004663	0,012561	-0,005307	0,013849	-0,004663	0,013205	-0,002408	0,014171	-0,005951	0,01707	-0,000476	0,01707	-0,008849	0,017713	-0,003374	0,016425	-0,003374	0,013526	-0,003374	0,013526	-0,002086	0,01256	-0,002408	0,013204	-0,004341	0,012239	-0,005307	0,014171	-0,005629	0,013527
2013-06-27 09:35:30	-0,000941	0,00644	0,001635	0,005796	-0,002873	0,005474	-0,000619	0,007728	-0,000619	0,006762	-0,002551	0,007406	0,000669	0,00644	-0,002551	0,007728	0,000347	0,005796	2,527831e-05	0,00901572169	-0,000297	0,01127	0,001635	0,009338	-0,001263	0,008694	-0,002551	0,00966	-0,001585	0,009338	0,001313	0,008694	-0,004019	0,013527	-0,001442	0,011272	-0,007239	0,013527	-0,00273	0,014171	-0,004341	0,014493	-0,004341	0,016104	-0,005307	0,016426	-0,007239	0,016747	-0,019478	0,014493	-0,007883	0,01256	-0,002086	0,013849	-0,001442	0,011272	-0,007883	0,012238	-0,000476	0,011272	-0,008527	0,016103	-0,004985	0,014493
2013-06-26 11:38:21	0,224104	0,006117	0,212191	0,005795	0,0	0,221849	0,0	0,216054	-0,010278	0,007083	-0,012532	0,007405	-0,00899	0,006761	-0,011566	0,006761	-0,008668	0,006117	-0,008024	0,008693	-0,008668	0,009337	-0,00738	0,009659	-0,005127	0,00805	-0,011244	0,009981	-0,008346	0,009337	-0,008668	0,00869327831	-0,008527	0,01256	-0,011426	0,012238	-0,012714	0,015137	-0,009494	0,013205	-0,008849	0,014492	-0,012714	0,014493	-0,008527	0,018357	-0,016901	0,018036	-0,013036	0,014815	-0,01046	0,014171	-0,01046	0,013205	-0,009816	0,011273	-0,010138	0,011273	-0,009494	0,011273	-0,011104	0,013527	-0,013358	0,014815
2013-06-26 11:34:24	0,211224	0,006118	0,199632	0,006118	0,210259	0,005151	0,203497	0,008049	-0,005771	0,006762	-0,007058	0,00708327831	-0,003839	0,007084	-0,007058	0,007405	-0,003839	0,005796	-0,004161	0,009016	-0,004483	0,009982	-0,003195	0,010304	-0,001585	0,007728	-0,007058	0,009015	-0,004483	0,010304	-0,004805	0,009982	-0,004663	0,011917	-0,005951	0,010628	-0,009816	0,014815	-0,005629	0,013527	-0,006595	0,014493	-0,009494	0,014815	-0,005307	0,015459	-0,012714	0,017713	-0,009816	0,014171	-0,008849	0,015459	-0,005951	0,014171	-0,004663	0,010628	-0,006917	0,011594	-0,006917	0,013527	-0,008205	0,016103	-0,009494	0,015137
2013-06-03 06:49:53	-0,176424	0,181923	-0,166121	0,17323	-0,158071	0,160994	0,097563	0,100782	0,026081	0,159384	-0,152919	0,157452	-0,165477	0,172264	-0,170306	0,174839	-0,163867	0,169366	-0,160969	0,170976	-0,167086	0,175161	-0,169018	0,181601	-0,12072	0,131371	-0,154529	0,163248	0,074057	0,156809	-0,158071	0,16679	-0,130268	0,141064	-0,115775	0,126894	-0,123182	0,134945	-0,154423	0,168118	-0,158932	0,173915	-0,178577	0,188729	-0,086467	0,107247	0,041868	0,14976	-0,148625	0,164574	-0,1789	0,189052	-0,152812	0,163286	-0,112554	0,12335	-0,17117	0,185831	-0,157643	0,17005	-0,152812	0,16071	-0,152812	0,16232
2013-05-22 18:36:31	0,025437	0,179025	0,037029	0,145216	0,019319	0,173873	0,025759	0,158418	0,170654	0,010625	-0,165477	0,164858	0,176772	0,009659	0,036384	0,155842	0,028335	0,159706	-0,17578	0,181601	0,022861	0,175805	-0,173526	0,178703	0,045722	0,168078	0,042824	0,151334	0,183534	0,015777	-0,156461	0,159384	-0,16344	0,174881	-0,143472	0,146861	0,214817	0,019968	-0,174069	0,180357	0,178101	0,021901	0,049276	0,163287	0,020612	0,198714	-0,074873	0,082127	0,172949	0,021578	0,235752	0,017391	-0,171492	0,176813	-0,121572	0,126571	0,029308	0,162321	-0,146049	0,147506	0,036393	0,164253	-0,136387	0,138488
2013-06-26 11:51:00	0,201242	0,005796	0,007084	0,183855	0,191261	0,007405	-0,17739	0,186431	0,198666	0,006762	0,185466	0,008371	0,20253	0,005796	-0,137142	0,141353	0,183855	0,007084	0,032521	0,179347	0,202852	0,008694	0,186109	0,01127	0,190939	0,008372	0,183212	0,010303	0,190938	0,009982	0,189973	0,00966	-0,156677	0,166829	0,203223	0,011916	0,210308	0,012883	-0,134455	0,156524	0,225767	0,014493	0,216427	0,015137	0,186797	0,015782	0,022223	0,190984	0,014815	0,18261	0,275043	0,014493	0,020612	0,186154	0,187763	0,012883	0,182611	0,011916	0,193883	0,013527	0,196781	0,016104	-0,159898	0,16683
2013-06-26 09:50:52	0,227001	0,00644	0,206716	0,006118	0,212512	0,006118	-0,153241	0,156486	-0,003839	0,006762	-0,005449	0,007728	-0,001585	0,006118	-0,006414	0,008049	-0,002551	0,005796	-0,002229	0,009338	-0,001907	0,009016	-0,001907	0,010304	2,527831e-05	0,00772772169	-0,004483	0,010304	-0,002873	0,009338	-0,001907	0,00966	-0,003696	0,011594	-0,003696	0,011916	-0,007561	0,013204	-0,003696	0,013848	-0,003696	0,015137	-0,005951	0,015137	-0,003374	0,016747	-0,007883	0,016103	-0,008205	0,015459	-0,005307	0,014493	-0,003696	0,013204	-0,001442	0,012883	-0,006273	0,012883	-0,002086	0,011272	-0,006595	0,013849	-0,006917	0,014171
2013-06-26 16:37:52	0,19609	0,006118	0,177415	0,006118	0,200599	0,005795	-0,175136	0,181923	0,192548	0,007084	0,181279	0,006762	0,202852	0,007728	-0,121042	0,127829	0,024149	0,173551	0,184821	0,010304	0,19931	0,008372	0,027691	0,179669	0,024471	0,170654	0,17806	0,010947	0,186109	0,011269	0,184178	0,010303	-0,165373	0,174237	0,193239	0,012238	0,030596	0,179712	-0,16183	0,197747	0,206765	0,014493	0,17005	0,015137	0,036071	0,159422	0,166185	0,019324	-0,179544	0,186476	0,295011	0,016425	0,028986	0,168762	0,182933	0,011594	0,03897	0,172627	0,209664	0,014493	0,173271	0,013204	0,184543	0,016103
2013-06-25 18:25:09	0,227968	0,007405	0,173874	0,006761	0,2138	0,007083	-0,178356	0,177737	-0,009634	0,007727	-0,018328	0,008372	-0,007058	0,006439	-0,00899	0,007405	-0,007058	0,005795	-0,006736	0,010303	-0,00738	0,009337	-0,006414	0,009337	-0,003195	0,007728	-0,010278	0,009015	-0,00738	0,009337	-0,006736	0,009015	-0,006917	0,013205	-0,008849	0,011272	-0,010782	0,013205	-0,007239	0,013527	-0,006595	0,015459	-0,01207	0,016425	-0,006595	0,017069	-0,013358	0,017713	-0,010138	0,015459	-0,017545	0,014171	-0,009172	0,012883	-0,007883	0,012882	-0,009494	0,011917	-0,007883	0,012882	-0,011104	0,015781	-0,01207	0,014815
2013-06-26 13:29:23	0,214766	0,007727	0,200276	0,00644	0,2138	0,006439	-0,16773	0,173229	0,210259	0,007083	0,200599	0,008371	0,213478	0,007406	-0,155495	0,15713	0,194158	0,006118	0,182246	0,010625	0,221528	0,010303	0,178703	0,009982	0,194158	0,009338	0,192871	0,009015	0,210581	0,011913	0,175806	0,010303	-0,168271	0,178101	0,201291	0,013526	0,213206	0,013849	-0,144117	0,162965	0,224801	0,016425	0,208376	0,016425	0,185831	0,019646	0,028664	0,190662	0,174559	0,015459	0,298875	0,014493	0,026087	0,18261	0,194205	0,011272	0,173915	0,01256	0,19646	0,015459	0,18422	0,014171	0,046055	0,141386
2013-06-26 15:30:13	0,49554	0,007728	0,400553	0,007406	0,46784827831	0,00869372169	0,389283	0,012236	0,49232	0,00805	0,410212	0,011914	0,503911	0,009338	0,269826	0,010626	0,455613	0,008694	0,419872	0,011914	0,455935	0,011914	0,417618	0,011592	0,441767	0,018032	0,40956927831	0,01255772169	0,513249	0,018676	0,440158	0,011592	0,407089	0,016426	0,471502	0,016103	0,597752	0,016747	0,256685	0,017391	0,526897	0,015781	0,475367	0,019002	0,494691	0,019968	0,421583	0,022866	0,528508	0,017714	0,790025	0,021256	0,40709	0,013526	0,400971	0,016747	0,41643	0,020612	0,482452	0,019646	0,450568	0,016104	0,379392	0,016747
2013-06-26 16:16:49	1,244164	0,029623	0,703222	0,024149	1,105064	0,028979	0,753453	0,021895	1,22742	0,028335	1,120842	0,049908	1,295038	0,028657	0,86486	0,040893	1,286666	0,031877	1,162056	0,041215	1,220659	0,031877	0,957593	0,035419	1,150143	0,033487	1,093151	0,031233	1,314679	0,039605	1,034227	0,030589	1,049609	0,034139	0,971025	0,033495	1,311448	0,048631	0,473113	0,024154	1,319499	0,03897	1,198081	0,023188	1,187774	0,044445	0,999689	0,034139	1,40227	0,038004	2,185855	0,060226	1,190673	0,036071	1,22449	0,043157	1,164908	0,041224	0,894695	0,039292	1,172315	0,043801	1,12948	0,035749
2013-05-17 18:39:49	0,230866	0,016099	0,05023	0,187075	0,199633	0,014811	0,027369	0,173873	0,217342	0,012879	0,178382	0,012235	0,22024	0,011591	0,036707	0,179025	0,187075	0,009015	0,207361	0,012557	0,23151	0,013845	0,173552	0,013845	0,214122	0,020286	0,206073	0,014489	0,201887	0,018353	0,197057	0,013201	-0,162152	0,182288	0,205477	0,01546	0,19968	0,021256	-0,147015	0,172626	0,247345	0,027698	0,228343	0,018358	0,050242	0,16232	0,041869	0,201612	0,05926	0,181	0,259906	0,019968	0,209342	0,01707	0,037038	0,189052	0,191306	0,019002	0,197103	0,030274	0,192917	0,019324	0,048632	0,166507
2013-06-26 16:25:14	0,421805	0,016099	0,372541	0,014811	0,413111	0,017387	0,37898	0,014167	0,413754	0,01288	0,348069	0,013846	0,43661627831	0,01094772169	0,397333	0,014168	0,371896	0,006762	0,388961	0,009338	0,395079	0,010304	0,360948	0,010304	0,392503	0,013524	0,341951	0,01127	0,450461	0,018032	0,32424227831	0,00998172169	0,355237	0,016103	0,29952	0,012883	0,516914	0,015459	0,294044	0,018036	0,457331	0,013527	0,390986	0,016748	0,428667	0,023189	0,022223	0,171016	0,441228	0,015781	0,672793	0,021578	0,3401	0,013527	0,346219	0,015459	0,382613	0,017069	0,29018	0,014171	0,398715	0,016426	0,273111	0,017069
2013-06-26 15:34:39	1,304698	0,027369	0,666193	0,020286	1,231606	0,022861	0,627233	0,015133	1,285379	0,022539	0,913803	0,036385	1,281193	0,027369	0,882248	0,031877	1,264771	0,026725	1,004282	0,03413	1,251892	0,023505	0,837492	0,030266	1,213897	0,033809	1,01684	0,022861	1,277007	0,032521	0,912193	0,02415	1,009672	0,02963	0,865066	0,028341	1,478277	0,039292	0,495979	0,018358	1,336569	0,035749	0,95299	0,025443	1,227388	0,039936	0,877948	0,027376	1,502754	0,034461	1,766525	0,04992	1,203877	0,02963	1,084714	0,016747	1,183265	0,038326	0,799364	0,028342	1,190673	0,035105	0,940107	0,028019
2013-09-12 11:27:03	0,946002	0,022218	1,365554	0,050552	1,287633	0,046366	1,040667	0,032843	-0,004161	0,006762	1,154329	0,050552	1,154972	0,096919	1,086389	0,037673	1,329169	0,051196	1,242232	0,030911	1,400007	0,047976	0,969507	0,044435	0,99752	0,063753	1,245774	0,033487	1,150787	0,052484	1,103454	0,050552	1,12465	0,056683	1,025132	0,030918	1,61129	0,046699	1,061203	0,041546	1,406134	0,058294	1,176824	0,03285	1,142363	0,045734	1,205488	0,04219	1,82031	0,045734	2,063148	0,10918	1,282139	0,062481	1,32272	0,038004	1,200979	0,062158	1,051863	0,0467	1,252831	0,049598	1,153314	0,038969
2013-06-26 23:13:30	1,274753	0,014811	0,666838	0,017065	1,159803	0,013845	0,625945	0,011592	1,267347	0,014167	1,13179	0,023827	1,272499	0,015777	0,820426	0,036707	1,317256	0,015455	1,187494	0,022861	1,301478	0,017709	1,001706	0,024793	1,130502	0,020607	1,118266	0,020285	1,316612	0,019319	1,048073	0,018353	0,997757	0,025121	1,024809	0,022223	1,189384	0,025766	0,563935	0,015137	1,32916	0,023511	1,084392	0,04058	0,928513	0,025121	0,928834	0,034783	1,162653	0,02963	1,958154	0,035105	1,245102	0,020612	1,241881	0,023189	1,12787	0,019968	0,93914	0,027698	1,215472	0,024477	0,979721	0,027697
