dt/hr	s1	n1	s2	n2	s3	n3	s4	n4	s5	n5	s6	n6	s7	n7	s8	n8	s9	n9	s10	n10	s11	n11	s12	n12	s13	n13	s14	n14	s15	n15	s16	n16	s17	n17	s18	n18	s19	n19	s20	n20	s21	n21	s22	n22	s23	n23	s24	n24	s25	n25	s26	n26	s27	n27	s28	n28	s29	n29	s30	n30	s31	n31	s32	n32
2013-06-26 11:51:58	0,214444	0,00644	0,195768	0,00644	0,184822	0,006761	-0,161291	0,167434	0,207682	0,006118	0,195447	0,007083	0,20897	0,007728	-0,175136	0,175805	0,197056	0,006762	0,204784	0,009338	0,190294	0,009016	0,188363	0,009982	0,20575	0,00805	0,184822	0,009337	0,225069	0,01127	0,017709	0,172586	-0,172136	0,181644	0,021256	0,164897	0,241871	0,01256	-0,141862	0,155879	0,23414	0,012561	0,190985	0,014492	0,201934	0,017391	-0,147981	0,167151	0,204511	0,015459	0,289858	0,012561	0,174559	0,012883	0,178423	0,012239	0,189052	0,012238	-0,165695	0,178102	0,188086	0,013526	-0,165373	0,171983
2013-06-26 10:14:13	0,221205	0,007406	0,203174	0,006762	0,200276	0,00579627831	-0,17578	0,178381	-0,004805	0,007406	-0,006414	0,008371	-0,002229	0,006762	-0,005127	0,007084	-0,002873	0,005474	-0,002873	0,008372	-0,003195	0,008694	-0,002229	0,009016	-0,001585	0,00805	-0,004805	0,009016	-0,003195	0,009338	-0,002551	0,009338	-0,004019	0,013205	-0,005307	0,011595	-0,009172	0,013205	-0,004985	0,014815	-0,005307	0,012883	-0,007883	0,016425	-0,005307	0,017392	-0,010138	0,01707	-0,008849	0,015459	-0,005951	0,013527	-0,004663	0,012883	-0,003052	0,01095	-0,006917	0,011916	-0,005307	0,013527	-0,008205	0,015459	-0,007239	0,014493
2013-06-27 10:19:30	0,205106	0,008372	0,181923	0,006762	0,19126	0,007084	-0,154529	0,171942	0,198022	0,007084	0,185143	0,009016	0,19931027831	0,00740572169	-0,135854	0,143929	0,019963	0,184177	0,179025	0,00966	0,20897	0,009982	0,180313	0,009982	0,181279	0,008694	0,189651	0,009982	0,188685	0,009982	0,181923	0,009982	-0,164407	0,17778	0,197426	0,011594	0,19034	0,012883	-0,151202	0,173915	0,217715	0,014493	0,221258	0,016104	0,173593	0,018036	0,171983	0,017069	0,022545	0,177135	0,285027	0,016103	0,015781	0,183899	0,002577	0,194527	0,024799	0,178102	0,194526	0,013527	0,181966	0,014493	-0,165373	0,177136
2013-06-27 09:40:38	0,21541	0,00644	0,220561	0,00644	0,217663	0,00644	0,20253	0,007406	-0,003195	0,006118	-0,004483	0,00805	-0,001263	0,005796	-0,005449	0,006118	-0,001907	0,006118	-0,001585	0,009016	-0,001585	0,008372	2,527831e-05	0,00869372169	-0,002229	0,00805	-0,003517	0,008694	-0,005127	0,009982	-0,000619	0,009016	-0,004019	0,012883	-0,003374	0,011594	-0,007883	0,012882	-0,004985	0,016104	-0,005629	0,014493	-0,005307	0,015781	-0,005951	0,014815	-0,009172	0,017392	-0,018511	0,013204	-0,008205	0,015137	-0,003374	0,01256	-0,003052	0,012238	-0,006917	0,011594	-0,003696	0,01256	-0,006273	0,013849	-0,007239	0,015781
2013-06-26 09:57:16	0,209614	0,006762	0,009016	0,187719	0,203818	0,005474	-0,167086	0,173551	0,207682	0,006762	0,175161	0,007406	0,201886	0,007084	-0,150343	0,156486	0,180957	0,00644	0,017387	0,185787	0,222171	0,011592	0,188685	0,00966	0,183533	0,008372	0,176449	0,009016	0,177737	0,010304	0,191904	0,009982	-0,164407	0,17778	0,194527	0,011917	0,177458	0,01417	-0,149592	0,169084	0,219648	0,016104	0,209342	0,015137	0,008696	0,184865	0,172305	0,015459	0,022222	0,178424	0,258618	0,015781	0,03736	0,177779	0,180678	0,012238	0,026731	0,172305	0,216106	0,013526	0,173593	0,015137	-0,177289	0,187763
2013-06-26 11:52:48	0,222171	0,00644	0,213156	0,00644	0,207682	0,006118	-0,169018	0,170975	-0,003839	0,006762	-0,005771	0,007406	-0,002229	0,00644	-0,005127	0,006762	-0,002873	0,005152	-0,003195	0,009338	-0,003517	0,008372	-0,001585	0,009982	-0,001263	0,008694	-0,004805	0,009982	-0,004483	0,010304	-0,001263	0,008372	-0,004663	0,013527	-0,004019	0,011595	-0,008205	0,01256	-0,005951	0,014171	-0,005307	0,014493	-0,008849	0,015781	-0,007883	0,018035	-0,009816	0,017714	-0,008205	0,013848	-0,005629	0,014493	-0,005629	0,012561	-0,003696	0,011916	-0,006273	0,01095	-0,004663	0,012561	-0,008527	0,014492	-0,006917	0,013849
2013-06-26 09:48:50	0,218629	0,00644	0,20124227831	0,00547372169	0,0	0,223459	0,0	0,218308	-0,003517	0,007084	-0,004805	0,007084	-0,001585	0,006118	-0,005127	0,007728	-0,001907	0,005796	-0,001585	0,008372	-0,001585	0,008694	-0,000941	0,00966	2,527831e-05	0,00837172169	-0,004161	0,00966	-0,004161	0,009982	-0,001263	0,009016	-0,003696	0,011272	-0,003696	0,011594	-0,009494	0,014815	-0,003696	0,012238	-0,004019	0,013205	-0,006595	0,014815	-0,004341	0,016426	-0,011748	0,019968	-0,007239	0,013849	-0,006595	0,014815	-0,004019	0,014171	-0,002086	0,010306	-0,005629	0,012239	-0,003696	0,012238	-0,007239	0,015137	-0,007239	0,014815
2013-06-26 11:34:52	0,205751	0,007083	0,009338	0,178059	0,204785	0,005795	0,01288	0,169365	0,198345	0,007405	0,185143	0,008049	0,20897	0,007728	-0,157105	0,160028	0,00805	0,180313	0,175805	0,009338	0,205106	0,00966	0,178703	0,01127	0,177415	0,010304	0,182246	0,009981	0,175484	0,010303	0,190616	0,00966	-0,151524	0,158778	0,19034	0,011594	0,190018	0,014815	-0,150236	0,168762	0,235107	0,012883	0,207087	0,016748	0,017392	0,19034	0,167796	0,016425	0,177135	0,014493	0,284061	0,014492	0,026087	0,176814	0,177135	0,011917	0,002899	0,18261	0,212563	0,012883	0,181001	0,013848	-0,168593	0,174881
2013-06-25 17:56:17	0,202531	0,006439	0,185787	0,006118	0,206717	0,006439	-0,154529	0,15713	0,216054	0,006439	0,200599	0,007728	0,215088	0,00740527831	-0,160325	0,159706	0,18128	0,006117	0,188041	0,009659	0,217664	0,009981	0,179992	0,008693	0,198344	0,008694	0,191583	0,009015	0,200277	0,009659	0,198023	0,009015	-0,154423	0,163287	0,201934	0,011595	0,216105	0,012883	-0,13993	0,153303	0,171016	0,014815	0,216749	0,016748	0,175203	0,017714	0,01095	0,192595	0,169406	0,016425	0,26989	0,01707	0,170372	0,013527	0,194527	0,010306	0,183255	0,013527	0,184865	0,013849	0,188086	0,013527	-0,171814	0,175203
2013-06-26 15:07:21	0,314904	0,00805	0,286247	0,010304	0,340341	0,009016	0,264996	0,010626	0,340341	0,009016	0,310397	0,015133	0,321988	0,009659	0,174839	0,013846	0,286891	0,009338	0,282705	0,01288	0,310397	0,011913	0,28978927831	0,01223572169	0,271114	0,013524	0,264352	0,013524	0,296229	0,013202	0,323598	0,012236	0,248312	0,015781	0,321742	0,015782	0,305962	0,019001	0,173915	0,015459	0,331082	0,015781	0,336236	0,019324	0,241226	0,020934	0,276009	0,023833	0,277297	0,019646	0,493402	0,025766	0,277941	0,016426	0,270856	0,011916	0,299198	0,017714	0,337846	0,017069	0,30274	0,019002	0,244769	0,01868
2013-06-26 11:50:22	0,222171	0,006118	0,20092	0,00644	0,21702	0,006761	-0,173848	0,175483	-0,006414	0,007083	-0,007058	0,007405	-0,004161	0,006118	-0,007702	0,007083	-0,004161	0,005796	-0,004483	0,009982	-0,004161	0,009982	-0,002551	0,010304	-0,001585	0,008372	-0,008346	0,010303	-0,003195	0,008694	-0,003517	0,010304	-0,004663	0,012561	-0,006917	0,01256	-0,008205	0,012882	-0,005307	0,012561	-0,004663	0,013849	-0,010138	0,017392	-0,006273	0,018036	-0,010138	0,015781	-0,009816	0,015459	-0,006917	0,014815	-0,005629	0,012883	-0,003696	0,011272	-0,007239	0,014171	-0,005951	0,013205	-0,008849	0,016425	-0,009172	0,015782
2013-06-26 15:02:35	0,596	0,014812	0,418906	0,016099	0,565089	0,015456	0,491998	0,013201	0,569919	0,012236	0,532247	0,022539	0,596966	0,013202	0,417297	0,016743	0,560259	0,012558	0,569275	0,018032	0,584086	0,016422	0,520654	0,017388	0,54416	0,018676	0,548346	0,015455	0,585696	0,01771	0,568631	0,014812	0,463773	0,0219	0,529797	0,018035	0,563291	0,022867	0,33076	0,014815	0,592921	0,019646	0,525609	0,025121	0,544933	0,027376	0,49147	0,025443	0,502743	0,02351	0,805805	0,032207	0,538169	0,019646	0,589378	0,014493	0,52722	0,022866	0,524965	0,022545	0,570698	0,0219	0,540102	0,022544
2013-06-26 11:38:46	0,201243	0,006439	0,192871	0,005473	0,186753	0,005795	-0,172882	0,173551	0,207039	0,006761	0,193837	0,009015	0,200277	0,006761	-0,163223	0,160672	0,180958	0,006117	0,184822	0,009981	0,206717	0,009337	0,180636	0,010947	0,189972	0,008694	0,193515	0,009337	0,183534	0,010947	0,185465	0,009015	-0,163762	0,168439	0,194849	0,013205	0,187764	0,013204	-0,14927	0,165219	0,231242	0,013527	0,212562	0,017392	0,16844	0,020612	0,163609	0,017714	0,011916	0,171983	0,287926	0,014815	0,024155	0,17778	0,17166	0,011273	0,015459	0,180678	0,220292	0,012239	0,179068	0,013205	-0,177933	0,181644
2013-06-27 10:17:27	0,223781	0,006762	0,181923	0,006118	0,220561	0,006118	0,213156	0,007406	-0,001585	0,00805	-0,004161	0,008694	0,000991	0,006762	-0,002551	0,006762	2,527831e-05	0,00547372169	-0,001263	0,009016	-0,001263	0,010626	-0,000619	0,00966	-0,000941	0,007406	-0,003195	0,009338	-0,008346	0,010303	-0,001263	0,009338	-0,003696	0,013526	-0,003696	0,011916	-0,007883	0,012882	-0,003374	0,013204	-0,004663	0,013849	-0,005951	0,016747	-0,01046	0,016425	-0,007883	0,017391	-0,015291	0,013849	-0,006273	0,012561	-0,002408	0,011594	-0,001442	0,011594	-0,005951	0,011916	-0,001442	0,01095	-0,006273	0,013205	-0,007561	0,015781
2013-06-26 15:15:44	1,387449	0,022539	0,73671	0,024793	1,346235	0,019641	0,877418	0,017066	1,37457	0,023183	1,030363	0,037029	1,349776	0,025437	0,847474	0,022539	1,334321	0,022539	0,954374	0,025437	1,411599	0,024471	0,745081	0,024471	1,283125	0,029301	1,090575	0,019963	1,259619	0,025437	1,066425	0,014812	0,978432	0,030274	0,891474	0,022223	1,434798	0,04219	0,620941	0,0219	1,443494	0,028342	0,891475	0,041868	1,306939	0,038326	0,997112	0,022222	1,239949	0,030274	1,42256	0,039614	1,255408	0,030274	1,13721	0,020291	1,212573	0,029308	1,099529	0,035105	1,180689	0,180357	1,017724	0,115621
2013-06-26 14:43:05	0,0	0,010626	-0,162579	0,008372	-0,004805	0,005152	-0,004805	0,007728	-0,003517	0,006762	-0,005449	0,007084	-0,001907	0,006118	-0,005127	0,006762	-0,002873	0,006762	-0,002229	0,008694	-0,002873	0,009016	-0,003195	0,011592	2,527831e-05	0,00837172169	-0,006736	0,010947	-0,002873	0,009016	-0,003195	0,009982	-0,003696	0,012238	-0,004663	0,011595	-0,007883	0,013848	-0,005951	0,015137	-0,003052	0,014171	-0,007239	0,017069	-0,006595	0,019002	-0,009816	0,016748	-0,006595	0,014493	-0,006595	0,011916	-0,005307	0,014171	-0,003696	0,011594	-0,004663	0,011273	-0,004985	0,012239	-0,006595	0,014815	-0,008205	0,015781
2013-05-13 16:02:13	0,246965	0,007728	0,238915	0,00805	0,203496	0,00805	0,171619	0,011914	0,241169	0,008372	0,215088	0,008694	0,227646	0,00805	0,046688	0,145539	0,219918	0,007084	0,22346	0,010948	0,245033	0,011592	0,216376	0,011914	0,230544	0,009981	0,226357	0,013202	0,241169	0,011914	0,203496	0,012558	0,000966	0,176492	0,219004	0,013849	0,265703	0,016426	0,008696	0,178101	0,25282	0,016104	0,257651	0,018358	0,217072	0,019001	0,226734	0,021578	0,228988	0,016103	0,39936	0,016103	0,197104	0,016103	0,210308	0,013849	0,215139	0,013527	0,24026	0,015781	0,221903	0,016747	0,170372	0,017714
2013-06-26 14:13:12	0,204785	0,006761	-0,172882	0,175483	0,206395	0,006439	-0,167086	0,169365	0,206395	0,007083	0,023184	0,168721	0,217986	0,006761	-0,157749	0,160672	0,021251	0,17966927831	0,181924	0,010625	0,206395	0,009015	0,175483	0,010948	0,0161	0,181601	0,172908	0,010625	0,18289	0,010625	0,174517	0,011592	0,019324	0,16844	0,201935	0,012882	0,009662	0,172949	-0,150558	0,165219	0,188408	0,013526	0,20129	0,016747	-0,165051	0,176814	0,174881	0,018679	0,023833	0,171982	0,296943	0,015137	0,172304	0,014815	0,195171	0,012882	0,177779	0,011917	0,194849	0,014171	0,182932	0,013527	0,04992	0,174881
2013-06-26 10:26:09	0,214122	0,007084	0,203496	0,006118	0,198022	0,006118	-0,165477	0,170654	0,200598	0,006762	0,187397	0,007727	0,212512	0,006762	-0,16934	0,170975	0,201886	0,006762	0,189972	0,00966	0,202852	0,010626	0,186431	0,00966	0,19609	0,009982	0,189328	0,008694	0,207038	0,010948	0,026403	0,177737	-0,172136	0,181322	0,019002	0,182933	0,219326	0,015137	-0,144439	0,162643	0,212884	0,015137	0,171016	0,01707	0,187442	0,019002	-0,16344	0,188407	0,174559	0,018036	0,298876	0,014493	0,012561	0,180356	0,199036	0,011594	0,189052	0,014171	0,006763	0,185187	0,187764	0,015459	-0,172458	0,17939
2013-06-27 10:06:36	0,200276	0,006118	0,192549	0,005796	0,194158	0,005474	-0,155817	0,171298	0,19931	0,00644	0,193514	0,008372	0,197056	0,007406	-0,146157	0,151978	0,186753	0,006118	0,181923	0,010948	0,206394	0,010626	0,018676	0,183211	0,190295	0,009338	0,183855	0,010304	0,182245	0,010304	0,015134	0,184499	-0,170848	0,185831	0,193238	0,012239	0,203222	0,012883	-0,147659	0,172626	0,213851	0,013527	0,214173	0,015781	0,186153	0,016425	0,020934	0,176813	0,17617	0,014492	0,287926	0,013848	0,018358	0,176169	0,184543	0,011594	0,016748	0,187441	0,181966	0,013527	0,185509	0,015137	-0,160864	0,173271
2013-06-26 11:49:21	0,216053	0,00644	0,178381	0,005796	0,215088	0,006439	0,17484	0,008371	-0,006092	0,007083	-0,008024	0,008371	-0,004161	0,006118	-0,007058	0,007727	-0,004161	0,005796	-0,003517	0,008372	-0,004805	0,00966	-0,002551	0,009982	-0,001263	0,007728	-0,006736	0,009015	-0,003839	0,009338	-0,002551	0,009016	-0,004663	0,011595	-0,005951	0,011916	-0,007561	0,012238	-0,004019	0,013527	-0,005307	0,014171	-0,008527	0,015781	-0,004663	0,017714	-0,010782	0,017392	-0,009172	0,014815	-0,006595	0,014171	-0,004985	0,012239	-0,003374	0,01095	-0,006595	0,011916	-0,007561	0,014815	-0,007561	0,014493	-0,009816	0,016748
2013-06-26 20:53:57	1,041955	0,017065	0,518079	0,014811	1,032939	0,016743	0,672634	0,012879	1,057088	0,018031	0,968219	0,023183	1,135976	0,019319	0,877096	0,022861	1,136942	0,017387	0,910905	0,023183	1,050327	0,020929	0,815597	0,020929	1,088321	0,024793	1,00396	0,019963	1,211965	0,024471	0,896094	0,018675	0,962329	0,025766	0,764259	0,024477	1,287292	0,028664	0,46023	0,019968	1,120785	0,028985	0,846385	0,051531	0,882457	0,026409	0,83608	0,027375	1,178434	0,023833	1,856382	0,039614	1,031251	0,023189	1,005164	0,023832	0,933987	0,029952	0,771666	0,022223	1,01708	0,028019	0,866032	0,027053
2013-06-26 15:02:31	1,377789	0,032843	0,749911	0,037672	1,322085	0,035741	0,840712	0,019641	1,371027	0,035097	1,157549	0,060212	1,409666	0,037029	0,996555	0,035096	1,404192	0,032199	1,279904	0,046045	1,369418	0,029301	1,023601	0,037673	1,34881	0,030267	1,155295	0,029623	1,42319	0,035419	1,116334	0,028013	1,197436	0,038648	1,077628	0,034461	1,434798	0,036716	0,568766	0,039614	1,420306	0,037359	1,351383	0,034461	1,323042	0,03897	1,093088	0,035105	1,544623	0,036393	2,208078	0,074719	1,316923	0,034139	1,412898	0,033172	1,337535	0,038969	1,060237	0,03897	1,233186	0,038003	1,286971	0,03124
2013-06-26 09:49:07	0,205428	0,00644	0,180313	0,006762	0,19448	0,00644	-0,170306	0,177415	0,20414	0,007084	0,186109	0,007728	0,204462	0,006762	-0,157749	0,160672	0,184821	0,005796	0,177737	0,009982	0,201886	0,00966	0,183211	0,010626	0,180635	0,00966	0,185143	0,00966	0,195124	0,009016	0,180313	0,00966	-0,15249	0,16232	0,192917	0,011272	0,21063	0,014171	-0,134777	0,153947	0,216427	0,016748	0,224801	0,015137	0,176491	0,017392	0,0219	0,191629	0,024799	0,165864	0,276653	0,015459	0,029308	0,173915	0,180678	0,011594	0,022867	0,184221	0,193561	0,012238	0,186153	0,015137	-0,171814	0,181644
2013-06-26 16:11:30	1,009434	0,015133	1,02167	0,017709	1,159159	0,014167	0,819138	0,019319	1,216151	0,016421	1,062562	0,035741	1,174293	0,015455	1,107963	0,023183	1,169785	0,015455	1,156583	0,022861	1,092185	0,020285	1,164955	0,020285	1,218726	0,016422	1,189104	0,021573	0,988827	0,019963	0,992369	0,022217	1,163942	0,019001	0,982297	0,025121	1,067967	0,020934	0,799364	0,017392	1,150093	0,022223	1,248966	0,019324	1,162976	0,023188	0,852183	0,027375	1,12626	0,023833	1,489871	0,033817	1,187452	0,021256	0,828995	0,05153	1,038337	0,029308	0,777785	0,025121	1,199046	0,021256	0,986162	0,029952
2013-06-26 11:23:57	0,208004	0,006762	0,19448	0,005474	-0,005127	0,006118	-0,002873	0,007406	-0,003517	0,007084	-0,003839	0,007406	-0,002551	0,007406	-0,003517	0,007084	-0,001263	0,005152	2,527831e-05	0,00869372169	-0,002551	0,009338	0,000347	0,00966	0,000347	0,007728	-0,003517	0,00966	-0,003839	0,01127	-0,000941	0,00966	-0,004341	0,012883	-0,002408	0,01095	-0,008849	0,013526	-0,00273	0,015781	-0,006273	0,015781	-0,008527	0,018357	-0,004019	0,016104	-0,009816	0,018358	-0,007883	0,015459	-0,004341	0,013849	-0,004663	0,013849	-0,00273	0,01256	-0,004019	0,010951	-0,00273	0,011272	-0,007239	0,014493	-0,009172	0,016426
2013-06-26 23:13:25	1,119232	0,018031	0,590526	0,016744	1,050005	0,017065	0,609202	0,017065	1,061918	0,019963	0,875486	0,025115	1,07351	0,021895	0,78211	0,030267	1,027787	0,019641	0,95534	0,025759	1,052258	0,022539	0,705155	0,026403	0,998164	0,028979	0,867759	0,018997	1,112792	0,026725	0,838458	0,019641	0,870863	0,029952	0,785515	0,024799	1,228354	0,030596	0,496945	0,018358	1,091155	0,02963	0,800652	0,042835	0,788737	0,030918	0,774566	0,029307	1,143007	0,030274	1,480532	0,041868	1,046388	0,026731	0,941717	0,021578	0,926902	0,028664	0,7488	0,025443	1,033827	0,032207	0,814823	0,023833
2013-06-26 15:17:49	1,205203	0,028013	0,779212	0,028335	1,053224	0,026081	0,880316	0,021251	1,162379	0,029945	1,079628	0,05345	1,196831	0,031233	0,872266	0,034775	1,225166	0,030911	1,188782	0,037351	1,158193	0,032843	0,975947	0,033809	1,018771	0,032199	1,044853	0,028979	1,206491	0,041537	1,023923	0,028013	0,980043	0,039292	1,028352	0,034139	1,118209	0,040258	0,526898	0,019002	1,207421	0,036393	1,287292	0,023189	0,988738	0,044123	1,070543	0,030274	1,219659	0,035749	2,116288	0,069566	1,150093	0,039292	1,238661	0,039292	1,118208	0,041547	0,979398	0,036072	1,132702	0,0438	1,158467	0,031884
2013-06-26 14:58:29	1,154651	0,016421	1,00879	0,016099	1,00718	0,014811	0,901568	0,015777	1,149499	0,016743	1,061274	0,041214	1,13984	0,016421	0,759249	0,021251	1,170429	0,017387	1,109251	0,024793	1,059664	0,020607	1,07673	0,019963	0,88579	0,024149	1,167853	0,017709	1,179122	0,020929	1,064172	0,022217	0,897272	0,028341	1,143329	0,027375	0,998722	0,029308	0,615465	0,025765	1,158788	0,02641	1,2042	0,029308	0,886322	0,030918	0,953955	0,033495	1,084391	0,026087	1,847364	0,085025	1,049287	0,025765	1,11531	0,047988	1,12626	0,019646	1,101783	0,02351	1,013215	0,019324	0,879236	0,022867
2013-06-26 15:28:13	1,192001	0,032843	0,577003	0,020929	1,068357	0,031233	0,679395	0,023183	1,146279	0,031877	1,000418	0,046366	1,175902	0,033809	0,785652	0,03670627831	1,17075	0,034775	1,052903	0,040892	1,148211	0,032843	0,93119	0,036385	1,044208	0,039605	1,032939	0,029623	1,202305	0,039605	0,989148	0,028657	1,001621	0,037681	0,938496	0,031241	1,190673	0,051209	0,500166	0,026088	1,24639	0,044767	1,18713	0,033817	1,0918	0,047343	1,011927	0,036394	1,251544	0,042512	2,037382	0,067312	1,118208	0,03897	1,192606	0,035105	1,047999	0,042834	0,909511	0,033172	1,076663	0,044444	1,107258	0,031562
2013-06-26 16:15:08	0,614353	0,00966	0,48105	0,009982	0,537398	0,010626	0,477508	0,01127	0,590526	0,00966	0,448207	0,01771	0,564767	0,00966	0,523552	0,011914	0,565089	0,009016	0,541262	0,013524	0,54738	0,012236	0,507453	0,012558	0,445953	0,010948	0,468171	0,013201	0,567987	0,014168	0,441767	0,015456	0,429634	0,017714	0,427379	0,016426	0,534305	0,016748	0,377137	0,014493	0,590344	0,01868	0,535272	0,018357	0,476978	0,017713	0,305962	0,022866	0,577784	0,019968	0,944294	0,024477	0,514659	0,014493	0,523999	0,023189	0,537203	0,016426	0,426091	0,018358	0,445415	0,017391	0,408378	0,020612
2013-06-26 16:22:17	1,282158	0,030589	0,66394	0,022861	1,205525	0,028979	0,622081	0,021895	1,230962	0,029623	1,00235	0,052806	1,277973	0,029623	0,914125	0,03735027831	1,192001	0,033165	1,06707	0,045722	1,203271	0,032521	0,88418	0,040893	1,145313	0,036707	1,084135	0,031555	1,284412	0,039927	0,940206	0,031555	1,026097	0,037038	0,94687	0,035749	1,295667	0,045411	0,425125	0,021578	1,265714	0,038004	1,184876	0,024155	1,091155	0,041546	0,956854	0,036715	1,311126	0,041224	2,22257	0,062481	1,141719	0,035749	1,243492	0,039292	1,111123	0,045089	0,92658	0,035749	1,08407	0,040258	1,114988	0,03124
2013-06-26 10:14:27	0,211224	0,00644	0,193192	0,00644	0,190616	0,006762	-0,161935	0,164858	0,19448	0,007406	0,187075	0,009015	0,209614	0,006762	0,178382	0,008371	0,196734	0,00644	0,20092	0,009016	0,207682	0,00966	0,029301	0,179669	0,197056	0,009016	0,187397	0,009338	0,219917	0,010304	0,019641	0,180635	-0,166339	0,175525	0,019646	0,177135	0,222869	0,013204	-0,142184	0,158778	0,217393	0,014493	0,177136	0,016425	0,179712	0,017714	-0,153134	0,175847	0,176492	0,013848	0,304351	0,014171	0,004509	0,184865	0,196781	0,013527	0,180678	0,011272	-0,176967	0,187441	0,187119	0,01707	-0,154101	0,161355
2013-06-26 10:20:14	0,224103	0,00644	0,211224	0,006118	0,214766	0,005473	-0,166764	0,16678927831	-0,006414	0,006761	-0,007058	0,00708327831	-0,004161	0,006118	-0,007702	0,007405	-0,004483	0,00644	-0,004805	0,009338	-0,005127	0,009016	-0,003517	0,009016	-0,002873	0,008372	-0,00738	0,011591	-0,006092	0,010303	-0,004483	0,009338	-0,005629	0,011594	-0,005951	0,011272	-0,009494	0,013527	-0,007239	0,014171	-0,006273	0,015137	-0,009494	0,016748	-0,006595	0,017391	-0,010782	0,01707	-0,009494	0,014493	-0,007239	0,013849	-0,005307	0,011917	-0,005307	0,01095	-0,006917	0,011916	-0,006917	0,013205	-0,009494	0,014171	-0,008849	0,015459
2013-06-26 11:24:15	0,206716	0,006762	0,200598	0,006118	0,20092	0,006118	-0,16773	0,171941	0,187397	0,006762	0,175483	0,007406	0,206072	0,00644	0,176771	0,008372	0,200598	0,006118	0,192548	0,009016	0,205106	0,009338	0,013846	0,185143	0,19931	0,009982	0,015456	0,179025	0,226357	0,009982	-0,17417	0,181923	-0,175679	0,184543	0,028342	0,16071	0,227378	0,012882	-0,144117	0,1591	0,232208	0,014171	0,185831	0,016747	0,184543	0,018358	-0,162474	0,182288	0,19195	0,016104	0,301774	0,016103	0,019968	0,180356	0,197104	0,011594	0,182611	0,014493	0,018036	0,172626	0,174237	0,014493	-0,168271	0,176491
2013-06-25 17:55:57	0,217986	0,007083	-0,145191	0,14747	0,208649	0,006117	-0,164511	0,16453627831	-0,009312	0,007727	-0,018328	0,007728	-0,006414	0,006117	-0,009956	0,009659	-0,006736	0,005473	-0,007058	0,009337	-0,007702	0,010303	-0,006414	0,009337	-0,004483	0,00805	-0,009312	0,009015	-0,007702	0,009659	-0,006092	0,008693	-0,006917	0,013205	-0,008849	0,011916	-0,010138	0,011917	-0,005951	0,012883	-0,007883	0,01256	-0,012392	0,015781	-0,007239	0,017069	-0,014003	0,016748	-0,012714	0,016425	-0,018511	0,013848	-0,008527	0,012238	-0,008205	0,011594	-0,01046	0,011917	-0,008527	0,012882	-0,01046	0,013205	-0,012714	0,014815
2013-06-27 09:35:49	0,208004	0,007084	0,200598	0,00644	0,189651	0,005796	-0,160325	0,174196	0,20414	0,006762	0,189329	0,008372	0,205428	0,00644	-0,143903	0,148436	0,019963	0,185465	0,179669	0,00966	0,211546	0,009982	0,00483	0,186431	0,016421	0,188685	0,185465	0,010948	0,187397	0,01127	0,18127927831	0,00965972169	-0,167627	0,179712	0,202257	0,011916	0,19646	0,015781	-0,153134	0,17939	0,208053	0,015782	0,199358	0,014493	0,177135	0,01707	0,036071	0,191628	0,161998	0,016748	0,294367	0,015137	0,016425	0,174559	0,181966	0,011272	0,015459	0,17939	0,19807	0,013204	0,180679	0,016103	-0,16183	0,174881
2013-06-26 23:55:18	1,494671	0,036707	0,719	0,025437	1,376823	0,032521	0,664262	0,024149	1,480826	0,034775	1,049683	0,04379	1,41031	0,037673	0,992046	0,037673	1,383586	0,037672	1,176224	0,037995	1,456355	0,037351	0,880316	0,036385	1,331101	0,040893	1,096049	0,025437	1,391313	0,047976	1,018772	0,028335	1,093731	0,041225	0,945582	0,034783	1,643174	0,051852	0,511116	0,027053	1,482464	0,044445	0,978755	0,055073	1,081815	0,0467	0,94687	0,033172	1,572642	0,044767	2,058962	0,069565	1,325297	0,039936	1,237695	0,036393	1,135922	0,030596	0,929156	0,032529	1,323042	0,044445	0,596786	0,02963
2013-06-27 07:29:46	0,593103	0,013201	0,699681	0,016099	0,632063	0,013845	0,738963	0,018031	0,800785	0,015133	0,942138	0,023827	0,969507	0,013523	0,666516	0,021251	1,004282	0,012557	0,927005	0,021895	0,908651	0,016421	0,643977	0,018353	0,781788	0,015133	0,784042	0,021251	0,627555	0,015455	0,587307	0,020285	0,862167	0,019968	0,727222	0,026087	0,505963	0,018035	0,551374	0,019968	0,7488	0,017714	0,642518	0,023833	0,747511	0,024155	0,332692	0,025121	0,77843	0,018358	0,972313	0,032206	0,611279	0,019324	0,803873	0,033173	0,627382	0,032528	0,675369	0,027375	0,761039	0,022545	0,434143	0,023511
2013-06-26 15:06:01	1,002994	0,031555	0,539652	0,024794	0,966609	0,027691	0,653959	0,025115	0,99913	0,027047	0,727372	0,048298	1,000418	0,029623	0,660076	0,034453	0,95212	0,031233	0,83717	0,035741	0,985929	0,029623	0,595678	0,035741	0,931512	0,032521	0,828798	0,026081	0,923784	0,039283	0,760215	0,024793	0,694049	0,040903	0,711441	0,025765	1,022877	0,0467	0,470536	0,026088	1,003553	0,040258	0,707898	0,029952	0,914019	0,045089	0,692438	0,027698	0,883745	0,04058	1,305006	0,050564	0,925936	0,036715	0,779718	0,022867	0,884389	0,03897	0,688574	0,028019	0,974246	0,041868	0,707254	0,027697
